# V_set	V_set_0	I	V_0	V_1	t
# "V_appl"	"V_appl"	"I_meas"	"V_appl"	"V_appl"	"Elapsed time"
# 201	201
-1	0.62	-0.001	-1	0	88.470641595
-1	0.63	-0.001	-1	0	88.4723811829999
-1	0.64	-0.001	-1	0	88.473934035
-1	0.65	-0.001	-1	0	88.4755209800001
-1	0.66	-0.001	-1	0	88.4772346479999
-1	0.67	-0.001	-1	0	88.478926258
-1	0.68	-0.001	-1	0	88.480607187
-1	0.69	-0.001	-1	0	88.482271757
-1	0.7	-0.001	-1	0	88.4838573219999
-1	0.71	-0.001	-1	0	88.485603912
-1	0.72	-0.001	-1	0	88.4873024680001
-1	0.73	-0.001	-1	0	88.488999425
-1	0.74	-0.001	-1	0	88.49066677
-1	0.75	-0.001	-1	0	88.492213062
-1	0.76	-0.001	-1	0	88.4939219989999
-1	0.77	-0.001	-1	0	88.495640545
-1	0.78	-0.001	-1	0	88.497436265
-1	0.79	-0.001	-1	0	88.4991972299999
-1	0.8	-0.001	-1	0	88.5008912989999
-1	0.81	-0.001	-1	0	88.502331617
-1	0.82	-0.001	-1	0	88.5040162509999
-1	0.83	-0.001	-1	0	88.505605218
-1	0.84	-0.001	-1	0	88.507300276
-1	0.85	-0.001	-1	0	88.508807058
-1	0.86	-0.001	-1	0	88.510559693
-1	0.87	-0.001	-1	0	88.5123053119999
-1	0.88	-0.001	-1	0	88.514166121
-1	0.89	-0.001	-1	0	88.5160275349999
-1	0.9	-0.001	-1	0	88.518096
-1	0.91	-0.001	-1	0	88.5200086099999
-1	0.92	-0.001	-1	0	88.5218865849999
-1	0.93	-0.001	-1	0	88.523576479
